,Title,Location,Start_Date,End_Date,Filter,URL
42,Birdcage,Russell House Ballroom,2023-04-12 20:00:00,2023-04-12 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D755173667
43,Little Shop of Horrors,Drayton Hall 141,2023-04-12 20:00:00,2023-04-12 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D685652792
44,Boys & Girls of the Midlands Tabling,Davis Field II - Thomas Cooper Library Side,2023-04-13 10:00:00,2023-04-13 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D847353656
45,Garnet Media Group Off-Campus Housing Fair,Davis Field I - RHUU Side,2023-04-13 11:00:00,2023-04-13 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D753828924
46,Mindful 30,Location TBD,2023-04-13 13:00:00,2023-04-13 14:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D683883267
47,COE Student Information Session,Wardlaw 101,2023-04-13 14:45:00,2023-04-13 16:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D818801064
48,Leadership and Service Awards,Russell House Theater,2023-04-13 15:00:00,2023-04-13 16:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D753740391
49,That's some BS! (Boundaries and Selfcare),Strom Thurmond Wellness & Fitness Ctr 316 - Conference Room,2023-04-13 15:00:00,2023-04-13 16:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D787492054
50,"Guest Lecture: ""A Decolonizing Moment of Sorts”: Who in Central Eastern Europe Supports Ukraine and Why.",Location TBD,2023-04-13 16:00:00,2023-04-13 17:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D805425608
51,CEC Diversity Gala,Russell House Ballroom,2023-04-13 17:45:00,2023-04-13 21:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D856920067
52,BASIC! Are basic people more desirable in relationships?,"Russell House University Union 203, Russell House University Union 202 Lounge",2023-04-13 18:00:00,2023-04-13 19:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D797964448
53,TAD: Glow Party @ WFC,Location TBD,2023-04-13 19:00:00,2023-04-13 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D848652352
54,Little Shop of Horrors,Drayton Hall 141,2023-04-13 20:00:00,2023-04-13 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D685652793
55,Little Shop of Horrors,Drayton Hall 141,2023-04-14 20:00:00,2023-04-14 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D685652794
56,State of the Craft: Sea Grass Baskets,McKissick Museum,2023-04-15 12:30:00,2023-04-15 14:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D850201397
57,Broadway in Columbia - Annie,Koger Center for the Arts,2023-04-15 20:00:00,2023-04-15 22:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D713725265
58,Mindful Stroll Mondays,Location TBD,2023-04-17 10:00:00,2023-04-17 10:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D793196557
59,Recovery Café,Location TBD,2023-04-17 10:00:00,2023-04-17 12:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D783512273
60,South Carolina Honors College Admitted Student Panel,Harper Elliott 320,2023-04-17 10:00:00,2023-04-17 11:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D783447932
61,Entrepreneurship Coaching + Info Table,RHUU Russell House Patio Space 01,2023-04-17 11:00:00,2023-04-17 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D844901750
62,Off-Campus Housing Showcase - Saga Columbia,Davis Field I - RHUU Side Space 4,2023-04-17 11:00:00,2023-04-17 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D813516817
63,South Carolina Honors College Information Session,Harper Elliott 320,2023-04-17 11:45:00,2023-04-17 12:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D783447933
64,Ready to Make a Change?,Strom Thurmond Wellness & Fitness Ctr 316 - Conference Room,2023-04-17 12:00:00,2023-04-17 13:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D773843975
65,SophoMORE Halfway There Celebration,"Greene Street Preston Side, Davis Field II",2023-04-17 12:00:00,2023-04-17 15:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D755362127
66,Carolina Productions Genral Body Meeting (P.I.T. Crew),ODK/Mortar Board Room,2023-04-17 18:30:00,2023-04-17 19:30:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D787625682
67,Farmers Market,"Greene Street Middle, RHUU Greene Street - Stage",2023-04-18 10:00:00,2023-04-18 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D753631612
68,Off-Campus Housing Showcase - Cayce Cove,Davis Field I - RHUU Side Space 4,2023-04-18 11:00:00,2023-04-18 2:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D813516818
69,Virtual Reality Mindfulness Drop In,Location TBD,2023-04-18 12:00:00,2023-04-18 13:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D683883269
70,Recovery Dharma,Location TBD,2023-04-18 16:15:00,2023-04-18 17:15:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D783522038
71,Give 4 Garnet,Location TBD,2023-04-19 6:00:00,2023-04-19 12:00:00,UofSC Event,https://www.sc.edu/calendar/uofsc/?trumbaEmbed=view%3Devent%26eventid%3D856073833
72,Spring Fling Adoption Event,"127 Humane Lane, Columbia, SC",April 3,April 3,Columbia Event,https://columbiasc.gov/event/spring-fling-adoption-event/
73,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-04-3 11:00:00,2023-04-3 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-04-03/
74,City of Columbia Bicyclist & Pedestrian Counts,Location TBD,2023-04-4 7:30:00,2023-04-4 00:00:00,Columbia Event,https://columbiasc.gov/event/city-of-columbia-bicyclist-pedestrian-counts-6/
75,Community Development Committee Meeting,"1737 Main Street, Columbia, SC",2023-04-4 11:00:00,2023-04-4 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-committee-meeting-3/2023-04-04/
76,Council Meeting,"1737 Main Street, Columbia, SC",2023-04-4 16:00:00,2023-04-4 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-2/2023-04-04/
77,City of Columbia Bicyclist & Pedestrian Counts,Location TBD,2023-04-5 7:30:00,2023-04-5 00:00:00,Columbia Event,https://columbiasc.gov/event/city-of-columbia-bicyclist-pedestrian-counts-7/
78,City of Columbia Bicyclist & Pedestrian Counts,Location TBD,2023-04-6 7:30:00,2023-04-6 00:00:00,Columbia Event,https://columbiasc.gov/event/city-of-columbia-bicyclist-pedestrian-counts-8/
79,Board of Zoning Appeals (BoZA) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-04-6 16:00:00,2023-04-6 00:00:00,Columbia Event,https://columbiasc.gov/event/board-of-zoning-appeals-boza-meeting-2/
80,SCDOT Public Info Meeting,Location TBD,2023-04-6 17:00:00,2023-04-6 00:00:00,Columbia Event,https://columbiasc.gov/event/scdot-public-info-meeting/
81,Easter Egg Hunt,"6717 David Street, Columbia, SC",2023-04-7 12:00:00,2023-04-7 00:00:00,Columbia Event,https://columbiasc.gov/event/easter-egg-hunt/
82,City of Columbia Bicyclist & Pedestrian Counts,Location TBD,2023-04-8 10:00:00,2023-04-8 00:00:00,Columbia Event,https://columbiasc.gov/event/city-of-columbia-bicyclist-pedestrian-counts-9/
83,National Public Safety Telecommunicator's Week,Location TBD,April 9,April 9,Columbia Event,https://columbiasc.gov/event/national-public-safety-telecommunicators-week/
84,National Community Development Week,Location TBD,April 10,April 10,Columbia Event,https://columbiasc.gov/event/national-community-development-week/
85,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-04-10 11:00:00,2023-04-10 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-04-10/
86,BPAC Meeting,"1431 Assembly Street, Columbia, SC",2023-04-10 16:30:00,2023-04-10 00:00:00,Columbia Event,https://columbiasc.gov/event/bpac-meeting-2/
87,Affordable Housing Task Force Meeting,"1737 Main Street, Columbia, SC",2023-04-11 11:00:00,2023-04-11 00:00:00,Columbia Event,https://columbiasc.gov/event/affordable-housing-task-force-meeting-4/
88,Economic Development & Infrastructure Committee Meeting,"1737 Main Street, Columbia, SC",2023-04-11 13:00:00,2023-04-11 00:00:00,Columbia Event,https://columbiasc.gov/event/economic-development-infrastructure-committee-meeting-3/2023-04-11/
89,Work Session,"1737 Main Street, Columbia, SC",2023-04-11 15:00:00,2023-04-11 00:00:00,Columbia Event,https://columbiasc.gov/event/work-sessions/2023-04-11/
90,OBO Outreach Event for Finlay Revitalization Project,"1111 Recreation Drive, Columbia, SC",2023-04-12 18:00:00,2023-04-12 00:00:00,Columbia Event,https://columbiasc.gov/event/obo-outreach-event-for-finlay-revitalization-project/
91,NxLevel and FastTrac Graduation,"151 Powell Road, Columbia, SC",April 13,April 13,Columbia Event,https://columbiasc.gov/event/nxlevel-and-fasttrac-graduation/
92,Planning Commission (PC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-04-13 16:00:00,2023-04-13 00:00:00,Columbia Event,https://columbiasc.gov/event/planning-commission-pc-meeting-5/
93,Columbia Animal Services Kitten Shower,"127 Humane Lane, Columbia, SC",2023-04-16 12:00:00,2023-04-16 00:00:00,Columbia Event,https://columbiasc.gov/event/columbia-animal-services-kitten-shower/
94,Council Legislative Committee Meeting,"1737 Main Street, Columbia, SC",2023-04-18 11:00:00,2023-04-18 00:00:00,Columbia Event,https://columbiasc.gov/event/council-legislative-committee-meeting/2023-04-18/
95,Council Meeting/Zoning Public Hearing,"1737 Main Street, Columbia, SC",2023-04-18 16:00:00,2023-04-18 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-zoning-public-hearing-6/2023-04-18/
96,Design/Development Review Commission (D/DRC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-04-20 16:00:00,2023-04-20 00:00:00,Columbia Event,https://columbiasc.gov/event/design-development-review-commission-d-drc-meeting-6/
97,Community Development Home Buying and Financial Workshop,"1735 Busby Street, Columbia, SC",2023-04-20 18:00:00,2023-04-20 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-home-buying-and-financial-workshop/
98,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-04-24 11:00:00,2023-04-24 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-04-24/
99,"Health, Social and Environmental Affairs Committee Meeting","1737 Main Street, Columbia, SC",2023-04-25 11:00:00,2023-04-25 00:00:00,Columbia Event,https://columbiasc.gov/event/health-social-and-environmental-affairs-committee-meeting-4/2023-04-25/
100,Public Safety Committee Meeting,"1737 Main Street, Columbia, SC",2023-04-25 13:00:00,2023-04-25 00:00:00,Columbia Event,https://columbiasc.gov/event/public-safety-committee-meeting-8/2023-04-25/
101,Branding and Innovation for Creative Entrepreneurs,"1111 Recreation Drive, Columbia, SC",2023-04-27 18:00:00,2023-04-27 00:00:00,Columbia Event,https://columbiasc.gov/event/branding-and-innovation-for-creative-entrepreneurs/
102,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-05-1 11:00:00,2023-05-1 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-05-01/
103,Community Development Committee Meeting,"1737 Main Street, Columbia, SC",2023-05-2 11:00:00,2023-05-2 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-committee-meeting-3/2023-05-02/
104,Council Meeting,"1737 Main Street, Columbia, SC",2023-05-2 16:00:00,2023-05-2 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-2/2023-05-02/
105,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-05-8 11:00:00,2023-05-8 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-05-08/
106,Economic Development & Infrastructure Committee Meeting,"1737 Main Street, Columbia, SC",2023-05-9 13:00:00,2023-05-9 00:00:00,Columbia Event,https://columbiasc.gov/event/economic-development-infrastructure-committee-meeting-3/2023-05-09/
107,Work Session,"1737 Main Street, Columbia, SC",2023-05-9 15:00:00,2023-05-9 00:00:00,Columbia Event,https://columbiasc.gov/event/work-sessions/2023-05-09/
108,Council Meeting/Zoning Public Hearing,"1737 Main Street, Columbia, SC",2023-05-9 16:00:00,2023-05-9 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-zoning-public-hearing-6/2023-05-09/
109,Planning Commission (PC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-05-11 16:00:00,2023-05-11 00:00:00,Columbia Event,https://columbiasc.gov/event/planning-commission-pc-meeting-6/
110,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-05-15 11:00:00,2023-05-15 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-05-15/
111,Council Legislative Committee Meeting,"1737 Main Street, Columbia, SC",2023-05-16 11:00:00,2023-05-16 00:00:00,Columbia Event,https://columbiasc.gov/event/council-legislative-committee-meeting/2023-05-16/
112,Design/Development Review Commission (D/DRC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-05-18 16:00:00,2023-05-18 00:00:00,Columbia Event,https://columbiasc.gov/event/design-development-review-commission-d-drc-meeting-5/
113,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-05-22 11:00:00,2023-05-22 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-05-22/
114,"Health, Social and Environmental Affairs Committee Meeting","1737 Main Street, Columbia, SC",2023-05-23 11:00:00,2023-05-23 00:00:00,Columbia Event,https://columbiasc.gov/event/health-social-and-environmental-affairs-committee-meeting-4/2023-05-23/
115,Public Safety Committee Meeting,"1737 Main Street, Columbia, SC",2023-05-23 13:00:00,2023-05-23 00:00:00,Columbia Event,https://columbiasc.gov/event/public-safety-committee-meeting-8/2023-05-23/
116,Board of Zoning Appeals (BoZA) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-06-1 16:00:00,2023-06-1 00:00:00,Columbia Event,https://columbiasc.gov/event/board-of-zoning-appeals-boza-meeting-4/
117,Summer Enrichment Program,"2611 Grant Street, Columbia, SC",2023-06-5 8:00:00,2023-06-5 00:00:00,Columbia Event,https://columbiasc.gov/event/summer-enrichment-program/
118,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-06-5 11:00:00,2023-06-5 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-06-05/
119,Community Development Committee Meeting,"1737 Main Street, Columbia, SC",2023-06-6 11:00:00,2023-06-6 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-committee-meeting-3/2023-06-06/
120,Council Meeting,"1737 Main Street, Columbia, SC",2023-06-6 16:00:00,2023-06-6 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-2/2023-06-06/
121,Planning Commission (PC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-06-8 16:00:00,2023-06-8 00:00:00,Columbia Event,https://columbiasc.gov/event/planning-commission-pc-meeting-7/
122,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-06-12 11:00:00,2023-06-12 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-06-12/
123,Affordable Housing Task Force Meeting,Location TBD,2023-06-13 11:00:00,2023-06-13 00:00:00,Columbia Event,https://columbiasc.gov/event/affordable-housing-task-force-meeting-5/2023-06-13/
124,Economic Development & Infrastructure Committee Meeting,"1737 Main Street, Columbia, SC",2023-06-13 13:00:00,2023-06-13 00:00:00,Columbia Event,https://columbiasc.gov/event/economic-development-infrastructure-committee-meeting-3/2023-06-13/
125,Work Session,"1737 Main Street, Columbia, SC",2023-06-13 15:00:00,2023-06-13 00:00:00,Columbia Event,https://columbiasc.gov/event/work-sessions/2023-06-13/
126,Council Meeting/Zoning Public Hearing,"1737 Main Street, Columbia, SC",2023-06-13 16:00:00,2023-06-13 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-zoning-public-hearing-6/2023-06-13/
127,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-06-19 11:00:00,2023-06-19 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-06-19/
128,Council Legislative Committee Meeting,"1737 Main Street, Columbia, SC",2023-06-20 11:00:00,2023-06-20 00:00:00,Columbia Event,https://columbiasc.gov/event/council-legislative-committee-meeting/2023-06-20/
129,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-06-26 11:00:00,2023-06-26 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-06-26/
130,"Health, Social and Environmental Affairs Committee Meeting","1737 Main Street, Columbia, SC",2023-06-27 11:00:00,2023-06-27 00:00:00,Columbia Event,https://columbiasc.gov/event/health-social-and-environmental-affairs-committee-meeting-4/2023-06-27/
131,Public Safety Committee Meeting,"1737 Main Street, Columbia, SC",2023-06-27 13:00:00,2023-06-27 00:00:00,Columbia Event,https://columbiasc.gov/event/public-safety-committee-meeting-8/2023-06-27/
132,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-07-3 11:00:00,2023-07-3 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-07-03/
133,Board of Zoning Appeals (BoZA) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-07-6 16:00:00,2023-07-6 00:00:00,Columbia Event,https://columbiasc.gov/event/board-of-zoning-appeals-boza-meeting-5/
134,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-07-10 11:00:00,2023-07-10 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-07-10/
135,Planning Commission (PC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-07-13 16:00:00,2023-07-13 00:00:00,Columbia Event,https://columbiasc.gov/event/planning-commission-pc-meeting-8/
136,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-07-17 11:00:00,2023-07-17 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-07-17/
137,Council Legislative Committee Meeting,"1737 Main Street, Columbia, SC",2023-07-18 11:00:00,2023-07-18 00:00:00,Columbia Event,https://columbiasc.gov/event/council-legislative-committee-meeting/2023-07-18/
138,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-07-24 11:00:00,2023-07-24 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-07-24/
139,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-07-31 11:00:00,2023-07-31 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-07-31/
140,Community Development Committee Meeting,"1737 Main Street, Columbia, SC",2023-08-1 11:00:00,2023-08-1 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-committee-meeting-3/2023-08-01/
141,Council Meeting,"1737 Main Street, Columbia, SC",2023-08-1 16:00:00,2023-08-1 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-2/2023-08-01/
142,Board of Zoning Appeals (BoZA) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-08-3 16:00:00,2023-08-3 00:00:00,Columbia Event,https://columbiasc.gov/event/board-of-zoning-appeals-boza-meeting-6/
143,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-08-7 11:00:00,2023-08-7 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-08-07/
144,Affordable Housing Task Force Meeting,Location TBD,2023-08-8 11:00:00,2023-08-8 00:00:00,Columbia Event,https://columbiasc.gov/event/affordable-housing-task-force-meeting-5/2023-08-08/
145,Economic Development & Infrastructure Committee Meeting,"1737 Main Street, Columbia, SC",2023-08-8 13:00:00,2023-08-8 00:00:00,Columbia Event,https://columbiasc.gov/event/economic-development-infrastructure-committee-meeting-3/2023-08-08/
146,Work Session,"1737 Main Street, Columbia, SC",2023-08-8 15:00:00,2023-08-8 00:00:00,Columbia Event,https://columbiasc.gov/event/work-sessions/2023-08-08/
147,Council Meeting/Zoning Public Hearing,"1737 Main Street, Columbia, SC",2023-08-8 16:00:00,2023-08-8 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-zoning-public-hearing-6/2023-08-08/
148,Planning Commission (PC) Meeting,Location TBD,2023-08-10 16:00:00,2023-08-10 00:00:00,Columbia Event,https://columbiasc.gov/event/planning-commission-pc-meeting-9/
149,Council Legislative Committee Meeting,"1737 Main Street, Columbia, SC",2023-08-15 11:00:00,2023-08-15 00:00:00,Columbia Event,https://columbiasc.gov/event/council-legislative-committee-meeting/2023-08-15/
150,Design/Development Review Commission (D/DRC) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-08-17 16:00:00,2023-08-17 00:00:00,Columbia Event,https://columbiasc.gov/event/design-development-review-commission-d-drc-meeting-9/
151,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-08-21 11:00:00,2023-08-21 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-08-21/
152,"Health, Social and Environmental Affairs Committee Meeting","1737 Main Street, Columbia, SC",2023-08-22 11:00:00,2023-08-22 00:00:00,Columbia Event,https://columbiasc.gov/event/health-social-and-environmental-affairs-committee-meeting-4/2023-08-22/
153,Public Safety Committee Meeting,"1737 Main Street, Columbia, SC",2023-08-22 13:00:00,2023-08-22 00:00:00,Columbia Event,https://columbiasc.gov/event/public-safety-committee-meeting-8/2023-08-22/
154,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-08-28 11:00:00,2023-08-28 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-08-28/
155,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-09-4 11:00:00,2023-09-4 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-09-04/
156,Community Development Committee Meeting,"1737 Main Street, Columbia, SC",2023-09-5 11:00:00,2023-09-5 00:00:00,Columbia Event,https://columbiasc.gov/event/community-development-committee-meeting-3/2023-09-05/
157,Council Meeting,"1737 Main Street, Columbia, SC",2023-09-5 16:00:00,2023-09-5 00:00:00,Columbia Event,https://columbiasc.gov/event/council-meeting-2/2023-09-05/
158,Board of Zoning Appeals (BoZA) Meeting,"1737 Main Street, 3rd Floor, Columbia, SC",2023-09-7 16:00:00,2023-09-7 00:00:00,Columbia Event,https://columbiasc.gov/event/board-of-zoning-appeals-boza-meeting-7/
159,Bridge Club at Busby Street,"1735 Busby Street, Columbia, SC",2023-09-11 11:00:00,2023-09-11 00:00:00,Columbia Event,https://columbiasc.gov/event/bridge-club-at-busby-street/2023-09-11/
160,Men's Golf UofSC vs. Augusta Haskins Award Inv. R3,"Forest Hills Golf Club - Augusta, Ga.",2023-04-2 9:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
161,Women's Volleyball UofSC vs. Clemson,,2023-04-2 00:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
162,Women's Tennis UofSC vs. Missouri,"Columbia, SC",2023-04-2 11:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
163,Softball UofSC vs. Florida,"Columbia, S.C.",2023-04-2 13:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
164,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C. ",2023-04-3 9:00:00,2023-04-3 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
165,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C.",2023-04-4 9:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
166,Baseball UofSC vs. North Carolina,"Charlotte, N.C. (Truist Field)",2023-04-4 19:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
167,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
168,Baseball UofSC vs. LSU,"Columbia, S.C.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
169,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-7 19:00:00,2023-04-7 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
170,Men's Golf UofSC vs. Augusta Haskins Award Inv. R3,"Forest Hills Golf Club - Augusta, Ga.",2023-04-2 9:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
171,Women's Volleyball UofSC vs. Clemson,,2023-04-2 00:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
172,Women's Tennis UofSC vs. Missouri,"Columbia, SC",2023-04-2 11:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
173,Softball UofSC vs. Florida,"Columbia, S.C.",2023-04-2 13:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
174,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C. ",2023-04-3 9:00:00,2023-04-3 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
175,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C.",2023-04-4 9:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
176,Baseball UofSC vs. North Carolina,"Charlotte, N.C. (Truist Field)",2023-04-4 19:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
177,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
178,Baseball UofSC vs. LSU,"Columbia, S.C.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
179,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-7 19:00:00,2023-04-7 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
